date,economy,measure,vehicle_type,unit,medium,transport_type,drive,frequency
2017,04_CHL,activity,suv,passenger_km_or_freight_tonne_km,road,passenger,ice_g,yearly
2017,04_CHL,activity,suv,passenger_km_or_freight_tonne_km,road,passenger,lpg,yearly
2017,04_CHL,activity,suv,passenger_km_or_freight_tonne_km,road,passenger,phev_d,yearly
2017,04_CHL,activity,suv,passenger_km_or_freight_tonne_km,road,passenger,phev_g,yearly
2017,04_CHL,energy,2w,pj,road,freight,bev,yearly
2017,04_CHL,energy,2w,pj,road,freight,ice_d,yearly
2017,04_CHL,energy,2w,pj,road,freight,ice_g,yearly
2017,04_CHL,energy,2w,pj,road,passenger,ice_d,yearly
2017,04_CHL,energy,bus,pj,road,passenger,phev_g,yearly
2017,04_CHL,energy,car,pj,road,passenger,bev,yearly
2017,04_CHL,energy,car,pj,road,passenger,cng,yearly
2017,04_CHL,energy,car,pj,road,passenger,fcev,yearly
2017,04_CHL,energy,car,pj,road,passenger,ice_d,yearly
2017,04_CHL,energy,car,pj,road,passenger,ice_g,yearly
2017,04_CHL,energy,car,pj,road,passenger,lpg,yearly
2017,04_CHL,energy,car,pj,road,passenger,phev_d,yearly
2017,04_CHL,energy,car,pj,road,passenger,phev_g,yearly
2017,04_CHL,energy,ht,pj,road,freight,phev_d,yearly
2017,04_CHL,energy,ht,pj,road,freight,phev_g,yearly
2017,04_CHL,energy,lcv,pj,road,freight,phev_d,yearly
2017,04_CHL,energy,lt,pj,road,passenger,bev,yearly
2017,04_CHL,energy,lt,pj,road,passenger,cng,yearly
2017,04_CHL,energy,lt,pj,road,passenger,fcev,yearly
2017,04_CHL,energy,lt,pj,road,passenger,ice_d,yearly
2017,04_CHL,energy,lt,pj,road,passenger,ice_g,yearly
2017,04_CHL,energy,lt,pj,road,passenger,lpg,yearly
2017,04_CHL,energy,lt,pj,road,passenger,phev_d,yearly
2017,04_CHL,energy,lt,pj,road,passenger,phev_g,yearly
2017,04_CHL,energy,mt,pj,road,freight,bev,yearly
2017,04_CHL,energy,mt,pj,road,freight,cng,yearly
2017,04_CHL,energy,mt,pj,road,freight,fcev,yearly
2017,04_CHL,energy,mt,pj,road,freight,ice_d,yearly
2017,04_CHL,energy,mt,pj,road,freight,ice_g,yearly
2017,04_CHL,energy,mt,pj,road,freight,lpg,yearly
2017,04_CHL,energy,mt,pj,road,freight,phev_d,yearly
2017,04_CHL,energy,mt,pj,road,freight,phev_g,yearly
2017,04_CHL,energy,suv,pj,road,passenger,bev,yearly
2017,04_CHL,energy,suv,pj,road,passenger,cng,yearly
2017,04_CHL,energy,suv,pj,road,passenger,fcev,yearly
2017,04_CHL,energy,suv,pj,road,passenger,ice_d,yearly
2017,04_CHL,energy,suv,pj,road,passenger,ice_g,yearly
2017,04_CHL,energy,suv,pj,road,passenger,lpg,yearly
2017,04_CHL,energy,suv,pj,road,passenger,phev_d,yearly
2017,04_CHL,energy,suv,pj,road,passenger,phev_g,yearly
2017,04_CHL,stocks,2w,stocks,road,freight,bev,yearly
2017,04_CHL,stocks,2w,stocks,road,freight,ice_d,yearly
2017,04_CHL,stocks,2w,stocks,road,freight,ice_g,yearly
2017,05_PRC,activity,2w,passenger_km_or_freight_tonne_km,road,freight,bev,yearly
2017,05_PRC,activity,2w,passenger_km_or_freight_tonne_km,road,freight,ice_d,yearly
2017,05_PRC,activity,2w,passenger_km_or_freight_tonne_km,road,freight,ice_g,yearly
2017,05_PRC,activity,2w,passenger_km_or_freight_tonne_km,road,passenger,ice_d,yearly
2017,05_PRC,activity,bus,passenger_km_or_freight_tonne_km,road,passenger,phev_g,yearly
2017,05_PRC,activity,car,passenger_km_or_freight_tonne_km,road,passenger,bev,yearly
2017,05_PRC,activity,car,passenger_km_or_freight_tonne_km,road,passenger,cng,yearly
2017,05_PRC,activity,car,passenger_km_or_freight_tonne_km,road,passenger,fcev,yearly
2017,05_PRC,activity,car,passenger_km_or_freight_tonne_km,road,passenger,ice_d,yearly
2017,05_PRC,activity,car,passenger_km_or_freight_tonne_km,road,passenger,ice_g,yearly
2017,05_PRC,activity,car,passenger_km_or_freight_tonne_km,road,passenger,lpg,yearly
2017,05_PRC,activity,car,passenger_km_or_freight_tonne_km,road,passenger,phev_d,yearly
2017,05_PRC,activity,car,passenger_km_or_freight_tonne_km,road,passenger,phev_g,yearly
2017,05_PRC,activity,ht,passenger_km_or_freight_tonne_km,road,freight,phev_g,yearly
2017,05_PRC,activity,lcv,passenger_km_or_freight_tonne_km,road,freight,phev_d,yearly
2017,05_PRC,activity,lt,passenger_km_or_freight_tonne_km,road,passenger,bev,yearly
